OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,DATE,Quantity_KT_Out
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00165,2024-03-21,0.00375
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00165,2024-03-21,0.01618
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00165,2024-03-21,0.02
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00165,2024-03-21,8e-05
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-21,0.02
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-21,0.02
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-21,0.01875
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-21,0.02
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00165,2024-03-21,0.02
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.0074800000000000005
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.005
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,2.9999999999999997e-05
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-21,0.00125
2024-03-21,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00298,2024-03-21,0.024
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00485,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00486,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00053,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00053,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-22,0.0255
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00360,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00077,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00100,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00231,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00052,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0235,CST-00488,2024-03-22,0.00025
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00247,2024-03-22,0.011
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00080,2024-03-22,0.00033
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00080,2024-03-22,8e-05
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0035,CST-00080,2024-03-22,0.00413
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00333,2024-03-22,0.003
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00489,2024-03-22,0.00275
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00490,2024-03-22,0.006
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,5e-05
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.00125
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.018699999999999998
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00379,2024-03-22,0.024
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00379,2024-03-22,0.0015
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-22,0.02
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-22,0.006
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-22,0.0195
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00490,2024-03-22,0.0045
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-22,0.02
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.02
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.02
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.01875
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.00125
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00333,2024-03-22,0.0105
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00363,2024-03-22,0.02475
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-22,0.02
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-22,0.00125
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-22,0.01875
2024-03-22,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00333,2024-03-22,0.006
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00302,2024-03-23,0.0255
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00302,2024-03-23,0.0255
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00412,2024-03-23,0.0255
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00482,2024-03-23,0.0255
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00272,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00361,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00240,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00114,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00049,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00338,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00363,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0004,CST-00491,2024-03-23,0.0015
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0004,CST-00491,2024-03-23,0.0015
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,2024-03-23,2.9999999999999997e-05
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00085,2024-03-23,0.003
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.02
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-23,0.0175
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-23,0.0025
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00025,2024-03-23,2.9999999999999997e-05
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00085,2024-03-23,0.0045
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00085,2024-03-23,0.006
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-23,0.02
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.02
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.02
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.02
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00487,2024-03-23,0.02475
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.00125
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.01865
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-23,0.0001
2024-03-23,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00477,2024-03-23,0.02
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00039,2024-03-25,0.0255
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-25,0.0255
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00337,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00274,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0096,CST-00409,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00476,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00006,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00100,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00035,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00183,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0098,CST-00121,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00093,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00003,2024-03-25,0.011
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00003,2024-03-25,0.01375
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00003,2024-03-25,0.00025
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00003,2024-03-25,0.00113
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0198,CST-00003,2024-03-25,0.023379999999999998
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00025,2024-03-25,2.9999999999999997e-05
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0235,CST-00025,2024-03-25,5e-05
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0233,CST-00080,2024-03-25,5e-05
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0217,CST-00080,2024-03-25,0.0004
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00284,2024-03-25,0.0002
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,2024-03-25,0.00825
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-25,0.02
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-25,0.006
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,2024-03-25,0.0195
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,2024-03-25,0.0246
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,2024-03-25,0.00015
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,2024-03-25,0.01643
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00014,2024-03-25,8e-05
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00080,2024-03-25,0.0001
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00284,2024-03-25,0.0002
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-25,0.02
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00008,2024-03-25,0.00138
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00008,2024-03-25,0.023379999999999998
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00487,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00035,2024-03-25,0.02475
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-25,0.02
2024-03-25,CHINA-WAREHOUSE,Truck,MAT-0333,CST-00161,2024-03-25,0.02
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00492,2024-03-26,0.0255
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00120,2024-03-26,0.0255
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00384,2024-03-26,0.0255
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00126,2024-03-26,0.0255
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00337,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00003,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00014,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00240,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00272,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00092,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00074,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00487,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00035,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00035,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,2024-03-26,0.015
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00493,2024-03-26,2.9999999999999997e-05
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0354,CST-00025,2024-03-26,0.001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.015130000000000001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.009630000000000001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.01788
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.01788
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.00688
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-26,0.00688
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00080,2024-03-26,5e-05
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0339,CST-00080,2024-03-26,8e-05
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00135,2024-03-26,0.0105
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00104,2024-03-26,0.0045
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00086,2024-03-26,0.00015
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0428,CST-00025,2024-03-26,0.001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00086,2024-03-26,0.0002
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,2024-03-26,0.009630000000000001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-26,0.02
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00014,2024-03-26,0.012
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00177,2024-03-26,0.0225
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00066,2024-03-26,0.0165
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00066,2024-03-26,0.00825
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,2024-03-26,0.015130000000000001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,2024-03-26,0.02465
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,2024-03-26,0.0001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00298,2024-03-26,0.003
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00298,2024-03-26,0.003
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00066,2024-03-26,0.02063
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00066,2024-03-26,0.00413
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00025,2024-03-26,0.001
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00086,2024-03-26,0.0002
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00086,2024-03-26,0.00015
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-26,0.00013000000000000002
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-26,0.01988
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00487,2024-03-26,0.02475
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-26,0.02
2024-03-26,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,2024-03-26,0.0135
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00109,2024-03-27,0.0255
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00037,2024-03-27,0.0255
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0178,CST-00104,2024-03-27,0.0255
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00105,2024-03-27,0.0255
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00033,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00108,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00008,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00115,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00086,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00302,2024-03-27,0.012
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00057,2024-03-27,0.0015
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0032,CST-00057,2024-03-27,0.0045
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,2024-03-27,0.00825
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,2024-03-27,0.0165
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0147,CST-00427,2024-03-27,0.012
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,2024-03-27,0.012
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,2024-03-27,0.0135
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00070,2024-03-27,0.0003
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00008,2024-03-27,0.00015
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-27,0.005
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-27,0.005
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-27,0.01
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,2024-03-27,0.0015
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,2024-03-27,0.0135
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00069,2024-03-27,0.015
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00169,2024-03-27,0.00275
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0276,CST-00169,2024-03-27,0.022
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00427,2024-03-27,0.003
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-27,0.02
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00487,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00363,2024-03-27,0.02475
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-27,0.02
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00069,2024-03-27,0.0105
2024-03-27,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00180,2024-03-27,0.0105
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00050,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00379,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00379,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00135,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00237,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00494,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0055,CST-00495,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00309,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00321,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00464,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00169,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00496,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00008,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00092,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00169,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00338,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00301,2024-03-28,0.0105
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00007,2024-03-28,0.0105
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00497,2024-03-28,0.015
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00402,2024-03-28,0.0075
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00025,2024-03-28,0.0003
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00034,2024-03-28,0.01
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00062,2024-03-28,0.006
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-28,0.02
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00034,2024-03-28,0.0225
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0317,CST-00025,2024-03-28,0.0003
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00062,2024-03-28,0.003
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-28,0.00625
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-28,0.01375
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,2024-03-28,0.0255
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00049,2024-03-28,0.02475
2024-03-28,CHINA-WAREHOUSE,Truck,MAT-0332,CST-00161,2024-03-28,0.02
2024-03-29,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,2024-03-29,0.0255
2024-03-29,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,2024-03-29,0.0255
2024-03-29,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00402,2024-03-29,0.0255
2024-03-29,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00139,2024-03-29,0.02475
