INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,DATE,Quantity_KT_In
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,8.25
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,16.5
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0428,2024-01-23,24.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,24.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,24.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,24.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,24.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,13.75
2023-11-13,CHINA-WAREHOUSE,MAT-0099,2023-11-13,11.0
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,23.375
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,20.625
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,2.75
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,1.375
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,22.0
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,9.625
2023-11-13,CHINA-WAREHOUSE,MAT-0007,2023-11-13,13.75
2023-11-29,CHINA-WAREHOUSE,MAT-0056,2023-11-29,24.75
2023-11-29,CHINA-WAREHOUSE,MAT-0056,2023-11-29,24.75
2023-11-29,CHINA-WAREHOUSE,MAT-0056,2023-11-29,24.75
2023-11-29,CHINA-WAREHOUSE,MAT-0056,2023-11-29,24.75
2023-11-29,CHINA-WAREHOUSE,MAT-0056,2023-11-29,24.75
2023-12-01,CHINA-WAREHOUSE,MAT-0099,2023-12-01,23.375
2023-12-01,CHINA-WAREHOUSE,MAT-0099,2023-12-01,1.375
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,20.625
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,4.125
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2023-12-07,CHINA-WAREHOUSE,MAT-0056,2023-12-07,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0268,2024-01-18,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0319,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0319,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0319,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0319,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0319,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0321,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0382,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0151,2024-01-23,24.75
2024-01-16,CHINA-WAREHOUSE,MAT-0332,2024-01-16,6.25
2024-01-16,CHINA-WAREHOUSE,MAT-0332,2024-01-16,0.75
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,3.0
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,22.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,19.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,6.0
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0264,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0137,2024-01-22,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,9.625
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,15.125
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2023-12-08,CHINA-WAREHOUSE,MAT-0218,2023-12-08,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0144,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,7.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,18.0
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0145,2024-01-17,25.5
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-17,CHINA-WAREHOUSE,MAT-0316,2024-01-17,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,22.0
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,2.75
2024-01-18,CHINA-WAREHOUSE,MAT-0382,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0097,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,4.125
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,20.625
2024-01-18,CHINA-WAREHOUSE,MAT-0325,2024-01-18,24.75
2024-01-18,CHINA-WAREHOUSE,MAT-0373,2024-01-18,16.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0145,2024-01-24,25.5
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0319,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,15.0
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,10.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,13.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,12.0
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2024-01-23,CHINA-WAREHOUSE,MAT-0145,2024-01-23,25.5
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,8.25
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,16.5
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0386,2023-12-22,24.75
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,11.0
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,13.75
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,23.375
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,1.375
2023-12-22,CHINA-WAREHOUSE,MAT-0007,2023-12-22,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0197,2023-12-27,1.5
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0097,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0379,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0323,2023-12-27,24.0
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0353,2023-12-27,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0117,2024-01-21,22.5
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2024-01-27,CHINA-WAREHOUSE,MAT-0318,2024-01-27,24.75
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,16.5
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,6.875
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,23.375
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,23.375
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,6.875
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,16.5
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,23.375
2023-12-15,CHINA-WAREHOUSE,MAT-0111,2023-12-15,23.375
2024-01-22,CHINA-WAREHOUSE,MAT-0049,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0049,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0049,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0266,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-22,CHINA-WAREHOUSE,MAT-0316,2024-01-22,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,1.375
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,23.375
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2024-01-24,CHINA-WAREHOUSE,MAT-0382,2024-01-24,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0391,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,16.5
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,8.25
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,1.225
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,23.375
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,24.75
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,14.6
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,9.625
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,15.125
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,9.625
2023-12-27,CHINA-WAREHOUSE,MAT-0195,2023-12-27,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2024-01-21,CHINA-WAREHOUSE,MAT-0316,2024-01-21,24.75
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,8.25
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,15.125
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,2.75
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,20.625
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,23.375
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,8.25
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,15.125
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,23.375
2023-12-15,CHINA-WAREHOUSE,MAT-0386,2023-12-15,23.375
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,24.75
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,20.625
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,4.125
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,23.375
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,1.375
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,11.0
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,13.75
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,24.75
2023-12-29,CHINA-WAREHOUSE,MAT-0378,2023-12-29,24.75
2023-12-29,CHINA-WAREHOUSE,MAT-0276,2023-12-29,24.75
2023-12-29,CHINA-WAREHOUSE,MAT-0276,2023-12-29,5.5
2023-12-29,CHINA-WAREHOUSE,MAT-0276,2023-12-29,19.25
2023-12-29,CHINA-WAREHOUSE,MAT-0276,2023-12-29,24.75
2023-12-29,CHINA-WAREHOUSE,MAT-0276,2023-12-29,24.75
